MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,BOROUGH_ID,BoroCD
2013 / 10,Queens,13,5189.25,505.94,573.44,4,413
2013 / 10,Brooklyn,07,3341.37,414.57,319.11,3,307
2013 / 10,Bronx,02,1545.83,72.33,92.12,2,202
2013 / 10,Queens,10,3785.36,375.29,343.98,4,410
2013 / 10,Manhattan,02,2167.47,446.13,294.68,1,102
2013 / 10,Bronx,12,3690.27,339.09,381.15,2,212
2013 / 10,Brooklyn,15,4670.1,617.78,379.51,3,315
2013 / 10,Bronx,08,2416.36,335.21,270.49,2,208
2013 / 10,Queens,03,4729.29,370.45,357.43,4,403
2013 / 10,Queens,09,4031.75,414.4,377.57,4,409
2013 / 10,Manhattan,05,1356.06,256.67,163.21,1,105
2013 / 10,Queens,06,2883.71,418.39,276.38,4,406
2013 / 10,Brooklyn,08,2651.51,240.25,207.81,3,308
2013 / 10,Brooklyn,16,1839.83,94.26,105.03,3,316
2013 / 10,Brooklyn,13,2191.43,164.62,147.91,3,313
2013 / 10,Brooklyn,11,4870.32,626.3,397.65,3,311
2013 / 10,Manhattan,08,5832.8,1111.11,668.05,1,108
2013 / 10,Staten Island,03,5681.46,821.65,601.06,5,503
2013 / 10,Manhattan,12,5063.32,443.34,414.31,1,112
2013 / 10,Queens,14,3255.07,220.39,165.16,4,414
2013 / 10,Brooklyn,02,2408.17,426.28,293.19,3,302
2013 / 10,Queens,05,4941.91,651.23,546.79,4,405
2013 / 10,Brooklyn,05,4247.57,234.25,289.23,3,305
2013 / 10,Bronx,09,4042.62,171.44,226.48,2,209
2013 / 10,Manhattan,04,2408.54,414.43,321.44,1,104
2013 / 10,Queens,12,6399.0,452.02,543.95,4,412
2013 / 10,Bronx,04,4218.79,177.56,191.3,2,204
2013 / 10,Brooklyn,10,3384.94,540.34,343.71,3,310
2013 / 10,Manhattan,10,2847.49,217.68,171.79,1,110
2013 / 10,Bronx,06,2160.35,109.9,146.37,2,206
2013 / 10,Queens,08,3704.22,477.25,313.5,4,408
2013 / 10,Brooklyn,04,3156.12,179.2,234.07,3,304
2013 / 10,Manhattan,09,2559.65,239.93,184.55,1,109
2013 / 10,Brooklyn,18,5316.75,572.54,445.09,3,318
2013 / 10,Staten Island,01,5068.19,605.01,548.49,5,501
2013 / 10,Brooklyn,17,4218.46,306.46,323.28,3,317
2013 / 10,Queens,11,3113.11,518.16,331.55,4,411
2013 / 10,Queens,01,4149.84,542.43,455.86,4,401
2013 / 10,Bronx,07,3615.58,223.36,276.67,2,207
2013 / 10,Brooklyn,14,4865.72,441.8,279.2,3,314
2013 / 10,Queens,02,2855.76,373.25,277.52,4,402
2013 / 10,Manhattan,11,2254.85,195.46,149.17,1,111
2013 / 10,Queens,04,4239.15,333.31,282.51,4,404
2013 / 10,Bronx,01,1950.46,88.26,96.22,2,201
2013 / 10,Brooklyn,12,6177.63,665.36,346.53,3,312
2013 / 10,Brooklyn,01,5065.44,502.56,379.69,3,301
2013 / 10,Manhattan,07,5482.51,1032.68,626.64,1,107
2013 / 10,Bronx,10,2415.1,313.52,270.15,2,210
2013 / 10,Bronx,05,3410.39,165.06,225.75,2,205
2013 / 10,Brooklyn,09,3135.23,222.51,163.78,3,309
2013 / 10,Queens,07,6621.43,818.04,513.05,4,407
2013 / 10,Bronx,11,2919.25,274.68,246.56,2,211
2013 / 10,Brooklyn,03,4033.28,258.41,228.66,3,303
2013 / 10,Brooklyn,06,2310.19,569.71,359.4,3,306
2013 / 10,Manhattan,03,3102.04,320.67,256.21,1,103
2013 / 10,Staten Island,02,4319.37,578.45,436.62,5,502
2013 / 10,Manhattan,01,1364.36,352.27,195.61,1,101
2013 / 10,Manhattan,06,3059.12,510.1,356.7,1,106
2013 / 10,Bronx,03,1853.1,98.8,103.44,2,203
2014 / 01,Brooklyn,03,3698.77,271.84,246.66,3,303
2014 / 01,Bronx,07,3485.3,248.1,318.97,2,207
2014 / 01,Brooklyn,09,2872.09,250.67,198.23,3,309
2014 / 01,Manhattan,10,2771.1,238.17,204.25,1,110
2014 / 01,Bronx,11,2691.63,303.67,277.91,2,211
2014 / 01,Manhattan,02,2123.79,434.66,316.28,1,102
2014 / 01,Brooklyn,06,2241.11,612.81,419.17,3,306
2014 / 01,Queens,03,4311.45,410.24,420.49,4,403
2014 / 01,Bronx,02,1528.9,91.08,109.4,2,202
2014 / 01,Brooklyn,01,4727.04,520.13,434.56,3,301
2014 / 01,Bronx,12,3346.55,369.08,446.89,2,212
2014 / 01,Queens,12,5371.91,472.38,620.06,4,412
2014 / 01,Manhattan,05,1301.63,245.91,174.49,1,105
2014 / 01,Bronx,10,2217.51,355.74,311.15,2,210
2014 / 01,Brooklyn,15,4138.63,622.87,430.58,3,315
2014 / 01,Queens,05,4407.69,695.29,630.51,4,405
2014 / 01,Brooklyn,16,1783.89,108.15,119.36,3,316
2014 / 01,Queens,14,2716.01,223.54,183.2,4,414
2014 / 01,Manhattan,11,2153.02,217.2,173.6,1,111
2014 / 01,Queens,11,2492.49,531.09,362.18,4,411
2014 / 01,Queens,10,3087.86,399.26,408.73,4,410
2014 / 01,Queens,13,4140.14,520.4,624.72,4,413
2014 / 01,Bronx,03,1826.94,120.32,117.28,2,203
2014 / 01,Brooklyn,12,5718.81,708.1,367.34,3,312
2014 / 01,Brooklyn,13,1988.92,174.21,168.12,3,313
2014 / 01,Manhattan,07,5211.44,1068.26,755.58,1,107
2014 / 01,Brooklyn,10,3131.35,568.49,393.39,3,310
2014 / 01,Staten Island,03,4951.78,959.83,715.94,5,503
2014 / 01,Queens,06,2617.33,437.4,332.21,4,406
2014 / 01,Queens,02,2665.38,390.71,325.22,4,402
2014 / 01,Manhattan,12,4906.04,488.9,494.45,1,112
2014 / 01,Brooklyn,05,4009.91,254.16,328.86,3,305
2014 / 01,Brooklyn,08,2468.72,240.36,228.1,3,308
2014 / 01,Manhattan,08,5494.3,1178.47,781.76,1,108
2014 / 01,Bronx,05,3326.21,171.76,233.24,2,205
2014 / 01,Bronx,01,1883.9,82.88,94.42,2,201
2014 / 01,Manhattan,01,1299.19,386.36,228.14,1,101
2014 / 01,Manhattan,03,2971.85,357.66,307.73,1,103
2014 / 01,Bronx,04,4044.98,175.97,201.85,2,204
2014 / 01,Brooklyn,04,2892.5,204.02,264.51,3,304
2014 / 01,Queens,08,3237.96,485.78,357.42,4,408
2014 / 01,Queens,07,5734.7,864.12,573.84,4,407
2014 / 01,Brooklyn,18,4569.48,582.89,510.27,3,318
2014 / 01,Manhattan,09,2364.08,281.34,227.51,1,109
2014 / 01,Brooklyn,11,4560.65,691.49,478.45,3,311
2014 / 01,Staten Island,01,4311.69,675.1,636.73,5,501
2014 / 01,Brooklyn,14,4530.37,456.12,320.7,3,314
2014 / 01,Brooklyn,07,3166.47,435.18,365.71,3,307
2014 / 01,Queens,04,3992.94,376.9,339.17,4,404
2014 / 01,Bronx,08,2349.99,329.24,295.21,2,208
2014 / 01,Bronx,06,2018.38,123.09,151.12,2,206
2014 / 01,Brooklyn,17,3802.35,308.09,358.21,3,317
2014 / 01,Brooklyn,02,2332.12,467.06,351.47,3,302
2014 / 01,Queens,01,3869.36,609.54,542.63,4,401
2014 / 01,Manhattan,04,2349.36,450.74,397.36,1,104
2014 / 01,Staten Island,02,3562.23,635.92,518.19,5,502
2014 / 01,Queens,09,3491.86,436.42,436.88,4,409
2014 / 01,Manhattan,06,2875.01,532.13,441.52,1,106
2014 / 01,Bronx,09,3543.7,190.35,257.44,2,209
2014 / 02,Manhattan,08,4874.67,948.38,620.37,1,108
2014 / 02,Queens,05,3689.5,544.98,514.87,4,405
2014 / 02,Manhattan,02,1936.81,362.57,262.54,1,102
2014 / 02,Bronx,10,1927.71,269.68,241.92,2,210
2014 / 02,Bronx,05,3079.34,148.03,194.76,2,205
2014 / 02,Queens,06,2228.71,345.95,262.16,4,406
2014 / 02,Queens,10,2636.5,325.87,329.19,4,410
2014 / 02,Bronx,09,3062.44,145.62,185.38,2,209
2014 / 02,Queens,04,3399.87,281.56,257.79,4,404
2014 / 02,Queens,13,3440.33,405.5,490.0,4,413
2014 / 02,Brooklyn,08,2205.73,199.92,188.04,3,308
2014 / 02,Staten Island,02,2919.44,471.09,379.56,5,502
2014 / 02,Brooklyn,05,3489.96,197.31,238.65,3,305
2014 / 02,Bronx,06,1877.87,89.48,112.77,2,206
2014 / 02,Queens,01,3276.38,462.64,430.26,4,401
2014 / 02,Manhattan,11,1907.14,159.52,126.58,1,111
2014 / 02,Brooklyn,14,3994.73,401.62,272.97,3,314
2014 / 02,Manhattan,06,2588.87,434.82,346.56,1,106
2014 / 02,Brooklyn,06,1887.57,484.96,336.29,3,306
2014 / 02,Manhattan,12,4297.54,348.94,355.16,1,112
2014 / 02,Queens,09,3011.04,351.25,358.37,4,409
2014 / 02,Brooklyn,13,1777.04,144.44,132.1,3,313
2014 / 02,Brooklyn,03,3309.57,212.45,194.22,3,303
2014 / 02,Bronx,01,1717.79,75.02,79.83,2,201
2014 / 02,Brooklyn,10,2667.76,450.82,316.62,3,310
2014 / 02,Manhattan,03,2688.54,260.55,223.25,1,103
2014 / 02,Bronx,07,3258.51,201.18,244.99,2,207
2014 / 02,Manhattan,07,4530.13,855.69,606.2,1,107
2014 / 02,Brooklyn,01,4300.81,415.06,338.78,3,301
2014 / 02,Brooklyn,07,2735.61,360.38,302.91,3,307
2014 / 02,Bronx,11,2356.3,233.42,214.44,2,211
2014 / 02,Brooklyn,15,3583.32,525.23,350.44,3,315
2014 / 02,Brooklyn,04,2628.26,165.78,215.64,3,304
2014 / 02,Manhattan,05,1176.21,197.32,139.52,1,105
2014 / 02,Manhattan,09,2104.03,211.63,182.55,1,109
2014 / 02,Bronx,08,2092.37,266.91,246.11,2,208
2014 / 02,Manhattan,10,2346.57,176.94,146.02,1,110
2014 / 02,Queens,12,4691.25,372.39,499.2,4,412
2014 / 02,Bronx,03,1662.54,81.7,85.14,2,203
2014 / 02,Queens,14,2322.93,186.43,144.41,4,414
2014 / 02,Bronx,12,2857.15,269.16,332.77,2,212
2014 / 02,Queens,03,3714.59,309.04,334.05,4,403
2014 / 02,Queens,08,2737.24,386.51,289.88,4,408
2014 / 02,Queens,07,4850.86,643.38,453.55,4,407
2014 / 02,Brooklyn,11,3876.61,556.87,393.45,3,311
2014 / 02,Staten Island,03,3896.72,689.83,499.41,5,503
2014 / 02,Manhattan,01,1227.61,307.66,187.86,1,101
2014 / 02,Brooklyn,16,1664.41,77.23,89.13,3,316
2014 / 02,Brooklyn,02,2030.9,356.75,270.12,3,302
2014 / 02,Queens,11,2091.87,408.96,292.11,4,411
2014 / 02,Bronx,04,3750.75,166.41,173.97,2,204
2014 / 02,Brooklyn,09,2499.56,184.64,143.27,3,309
2014 / 02,Brooklyn,17,3314.74,246.75,286.61,3,317
2014 / 02,Brooklyn,12,5141.8,647.52,319.28,3,312
2014 / 02,Staten Island,01,3546.19,504.56,467.41,5,501
2014 / 02,Queens,02,2264.07,321.19,270.97,4,402
2014 / 02,Manhattan,04,2080.72,356.21,308.83,1,104
2014 / 02,Brooklyn,18,3872.94,478.5,405.57,3,318
2014 / 02,Bronx,02,1391.07,65.87,79.33,2,202
2014 / 03,Manhattan,07,4985.19,930.21,638.78,1,107
2014 / 03,Brooklyn,09,2957.87,222.36,159.77,3,309
2014 / 03,Queens,07,5788.71,788.45,532.06,4,407
2014 / 03,Queens,01,3916.84,540.25,493.31,4,401
2014 / 03,Manhattan,12,4927.94,372.81,377.3,1,112
2014 / 03,Staten Island,03,4967.29,740.01,539.45,5,503
2014 / 03,Bronx,11,2784.58,270.93,251.05,2,211
2014 / 03,Queens,06,2570.87,390.36,283.44,4,406
2014 / 03,Bronx,06,2136.0,101.45,119.51,2,206
2014 / 03,Bronx,09,3708.8,174.81,242.04,2,209
2014 / 03,Queens,10,3302.88,361.69,360.26,4,410
2014 / 03,Brooklyn,18,4831.88,537.71,449.69,3,318
2014 / 03,Manhattan,10,2735.88,190.8,156.12,1,110
2014 / 03,Bronx,08,2294.58,306.44,262.53,2,208
2014 / 03,Brooklyn,07,3064.97,384.29,322.2,3,307
2014 / 03,Manhattan,06,2732.89,455.43,345.87,1,106
2014 / 03,Bronx,02,1544.48,77.92,90.25,2,202
2014 / 03,Staten Island,02,3736.34,541.53,414.76,5,502
2014 / 03,Manhattan,04,2208.57,380.8,311.47,1,104
2014 / 03,Manhattan,09,2382.63,229.9,201.6,1,109
2014 / 03,Queens,11,2575.27,478.31,327.94,4,411
2014 / 03,Brooklyn,06,2126.16,520.43,354.13,3,306
2014 / 03,Brooklyn,01,5122.66,466.89,389.1,3,301
2014 / 03,Queens,02,2722.19,355.76,286.25,4,402
2014 / 03,Brooklyn,12,6202.62,702.4,386.37,3,312
2014 / 03,Bronx,12,3579.82,337.11,404.14,2,212
2014 / 03,Queens,05,4448.89,608.82,564.45,4,405
2014 / 03,Manhattan,01,1280.25,341.44,193.01,1,101
2014 / 03,Brooklyn,13,2025.37,142.69,137.57,3,313
2014 / 03,Bronx,03,1871.32,95.88,95.26,2,203
2014 / 03,Brooklyn,04,2975.31,190.8,246.93,3,304
2014 / 03,Brooklyn,03,3915.1,243.59,217.42,3,303
2014 / 03,Manhattan,08,5125.06,1004.95,646.81,1,108
2014 / 03,Staten Island,01,4691.34,590.95,547.31,5,501
2014 / 03,Bronx,10,2273.23,302.86,272.8,2,210
2014 / 03,Bronx,01,1966.89,92.55,95.37,2,201
2014 / 03,Queens,04,3903.47,308.2,277.54,4,404
2014 / 03,Brooklyn,05,4154.73,225.23,269.04,3,305
2014 / 03,Queens,08,3261.55,456.56,327.97,4,408
2014 / 03,Bronx,04,4235.93,212.93,207.23,2,204
2014 / 03,Brooklyn,10,3002.6,483.67,338.92,3,310
2014 / 03,Manhattan,02,1972.42,393.47,272.51,1,102
2014 / 03,Queens,12,5760.07,453.02,583.51,4,412
2014 / 03,Brooklyn,15,4188.79,571.62,387.58,3,315
2014 / 03,Queens,03,4354.6,334.09,350.15,4,403
2014 / 03,Manhattan,11,2131.73,165.96,137.55,1,111
2014 / 03,Bronx,05,3474.36,185.54,235.04,2,205
2014 / 03,Brooklyn,02,2351.56,391.63,290.17,3,302
2014 / 03,Manhattan,03,2810.29,277.43,239.14,1,103
2014 / 03,Manhattan,05,1265.32,205.39,141.9,1,105
2014 / 03,Queens,09,3634.37,402.93,395.34,4,409
2014 / 03,Queens,13,4426.88,485.26,566.29,4,413
2014 / 03,Queens,14,2886.03,215.3,168.85,4,414
2014 / 03,Brooklyn,14,4717.67,459.94,310.78,3,314
2014 / 03,Brooklyn,08,2593.42,214.48,200.66,3,308
2014 / 03,Bronx,07,3672.36,232.77,284.49,2,207
2014 / 03,Brooklyn,11,4395.84,583.35,401.07,3,311
2014 / 03,Brooklyn,17,3935.18,293.94,319.75,3,317
2014 / 03,Brooklyn,16,1848.86,95.84,100.54,3,316
2014 / 04,Queens,09,4105.18,432.63,409.88,4,409
2014 / 04,Queens,13,5506.03,532.64,604.04,4,413
2014 / 04,Bronx,12,3904.9,361.32,429.48,2,212
2014 / 04,Manhattan,03,2990.17,305.14,257.27,1,103
2014 / 04,Bronx,04,4220.37,218.59,218.77,2,204
2014 / 04,Brooklyn,03,4077.13,274.99,237.02,3,303
2014 / 04,Brooklyn,06,2364.66,556.4,364.33,3,306
2014 / 04,Brooklyn,13,2161.51,177.27,159.6,3,313
2014 / 04,Manhattan,04,2292.4,398.99,316.39,1,104
2014 / 04,Bronx,05,3484.34,192.63,247.94,2,205
2014 / 04,Manhattan,09,2483.99,243.34,206.83,1,109
2014 / 04,Manhattan,05,1300.48,269.12,165.85,1,105
2014 / 04,Brooklyn,11,4878.57,667.2,440.33,3,311
2014 / 04,Queens,01,4246.51,563.43,505.85,4,401
2014 / 04,Bronx,11,3023.32,284.48,261.54,2,211
2014 / 04,Staten Island,03,6162.85,841.86,643.43,5,503
2014 / 04,Bronx,03,1881.67,125.55,121.22,2,203
2014 / 04,Brooklyn,07,3389.37,422.13,339.82,3,307
2014 / 04,Manhattan,01,1319.51,329.12,184.75,1,101
2014 / 04,Manhattan,11,2165.37,207.91,164.08,1,111
2014 / 04,Manhattan,12,5026.03,434.81,422.58,1,112
2014 / 04,Brooklyn,15,4614.74,638.61,427.22,3,315
2014 / 04,Bronx,01,1919.75,98.33,105.3,2,201
2014 / 04,Queens,05,5088.97,645.53,584.66,4,405
2014 / 04,Brooklyn,02,2514.03,418.03,307.27,3,302
2014 / 04,Brooklyn,12,6406.85,701.72,418.12,3,312
2014 / 04,Manhattan,08,5584.27,1118.36,682.68,1,108
2014 / 04,Queens,04,4216.23,330.25,284.15,4,404
2014 / 04,Manhattan,06,2927.23,484.39,345.06,1,106
2014 / 04,Bronx,07,3665.77,249.41,295.67,2,207
2014 / 04,Staten Island,02,4446.79,591.52,478.94,5,502
2014 / 04,Brooklyn,10,3327.32,545.77,358.81,3,310
2014 / 04,Brooklyn,04,3162.79,191.68,243.36,3,304
2014 / 04,Queens,02,2893.58,385.43,299.18,4,402
2014 / 04,Queens,07,6589.31,812.7,566.81,4,407
2014 / 04,Brooklyn,17,4280.96,325.68,339.95,3,317
2014 / 04,Queens,12,6614.24,474.7,599.44,4,412
2014 / 04,Brooklyn,05,4479.4,266.28,310.6,3,305
2014 / 04,Brooklyn,14,4862.72,449.22,321.04,3,314
2014 / 04,Manhattan,10,2788.9,229.39,194.3,1,110
2014 / 04,Queens,10,3847.38,400.05,378.47,4,410
2014 / 04,Staten Island,01,5413.63,610.6,591.02,5,501
2014 / 04,Bronx,02,1518.89,74.83,93.47,2,202
2014 / 04,Queens,11,3133.98,522.57,368.28,4,411
2014 / 04,Brooklyn,09,3123.1,234.91,180.17,3,309
2014 / 04,Queens,03,4798.17,358.55,362.66,4,403
2014 / 04,Brooklyn,16,1931.18,101.45,113.56,3,316
2014 / 04,Brooklyn,08,2696.06,241.32,223.77,3,308
2014 / 04,Brooklyn,01,5319.77,503.15,383.1,3,301
2014 / 04,Queens,08,3742.58,487.35,345.62,4,408
2014 / 04,Queens,06,2881.37,419.57,292.61,4,406
2014 / 04,Manhattan,02,2089.72,437.48,303.54,1,102
2014 / 04,Manhattan,07,5258.65,998.82,644.74,1,107
2014 / 04,Bronx,06,2202.0,132.5,157.6,2,206
2014 / 04,Bronx,08,2425.09,340.21,293.21,2,208
2014 / 04,Brooklyn,18,5388.17,597.75,473.18,3,318
2014 / 04,Bronx,09,3862.22,181.93,246.01,2,209
2014 / 04,Bronx,10,2619.58,319.77,297.1,2,210
2014 / 04,Queens,14,3208.04,225.43,177.33,4,414
2014 / 05,Bronx,08,2511.79,331.73,276.69,2,208
2014 / 05,Manhattan,08,5799.13,1267.17,727.31,1,108
2014 / 05,Staten Island,02,5047.81,610.83,512.28,5,502
2014 / 05,Manhattan,09,2711.99,329.84,246.27,1,109
2014 / 05,Brooklyn,12,6425.33,732.04,383.06,3,312
2014 / 05,Manhattan,11,2311.43,188.48,147.43,1,111
2014 / 05,Manhattan,04,2421.58,512.44,382.83,1,104
2014 / 05,Manhattan,03,3145.38,354.87,289.27,1,103
2014 / 05,Queens,10,4449.66,416.84,381.94,4,410
2014 / 05,Brooklyn,14,5115.68,451.66,294.58,3,314
2014 / 05,Brooklyn,13,2310.08,168.11,158.52,3,313
2014 / 05,Manhattan,02,2185.15,432.69,272.65,1,102
2014 / 05,Manhattan,06,3112.82,647.98,418.11,1,106
2014 / 05,Brooklyn,07,3520.05,426.91,347.02,3,307
2014 / 05,Queens,12,7595.06,512.3,648.59,4,412
2014 / 05,Brooklyn,15,4871.26,624.68,407.46,3,315
2014 / 05,Brooklyn,11,5140.08,671.42,436.96,3,311
